Agency,Award ID,Recipient Name,Federal Action Obligation,Action Date,Modification,Product/Service Description,NAICS Description,Transaction Description
ICE,70CMSD20FR0000208,JTF BUSINESS SYSTEMS CORPORATION,1788.0,2024-08-14,P00005,"LEASE OR RENTAL OF EQUIPMENT- OFFICE MACHINES, TEXT PROCESSING SYSTEMS, AND VISIBLE RECORD EQUIPMENT",COMMERCIAL SCREEN PRINTING,MULTI-FUNCTIONAL DEVICE (MFD) LEASE
ICE,70CMSD24FR0000003,JTF BUSINESS SYSTEMS CORPORATION,1776.0,2024-01-12,0,"LEASE OR RENTAL OF EQUIPMENT- OFFICE MACHINES, TEXT PROCESSING SYSTEMS, AND VISIBLE RECORD EQUIPMENT",COMMERCIAL SCREEN PRINTING,MFD FOR OPLA ORLANDO
ICE,70CMSD21FR0000004,"CARTRIDGE TECHNOLOGIES, LLC",1756.44,2024-02-13,P00004,MISCELLANEOUS OFFICE MACHINES,COMPUTER AND OFFICE MACHINE REPAIR AND MAINTENANCE,OPLA MFD FOR CLEVELAND
ICE,70CMSD20FR0000094,JTF BUSINESS SYSTEMS CORPORATION,1752.0,2024-08-09,P00006,"LEASE OR RENTAL OF EQUIPMENT- OFFICE MACHINES, TEXT PROCESSING SYSTEMS, AND VISIBLE RECORD EQUIPMENT",COMMERCIAL SCREEN PRINTING,MULTI-FUNCTIONAL DEVICE (MFD) LEASE
ICE,70CMSD20FR0000066,JTF BUSINESS SYSTEMS CORPORATION,1752.0,2024-06-28,P00005,"LEASE OR RENTAL OF EQUIPMENT- OFFICE MACHINES, TEXT PROCESSING SYSTEMS, AND VISIBLE RECORD EQUIPMENT",COMMERCIAL SCREEN PRINTING,MULTI-FUNCTIONAL DEVICE LEASE WITH MAINTENANCE OPTION 4
ICE,70CMSD22FR0000023,JTF BUSINESS SYSTEMS CORPORATION,1752.0,2024-08-06,P00003,"LEASE OR RENTAL OF EQUIPMENT- OFFICE MACHINES, TEXT PROCESSING SYSTEMS, AND VISIBLE RECORD EQUIPMENT",COMMERCIAL SCREEN PRINTING,MULTI-FUNCTIONAL DEVICE (MFD) LEASE
ICE,70CMSD20FR0000019,JTF BUSINESS SYSTEMS CORPORATION,1740.0,2024-05-21,P00005,MAINT/REPAIR/REBUILD OF EQUIPMENT- OFFICE MACHINES/TEXT PROCESSING SYS/VISIBLE RECORD EQUIPMENT,COMMERCIAL SCREEN PRINTING,"FY2020 LEASE A NEW  COPIER FOR THE SACRAMENTO, CA"
ICE,70CMSD20FR0000013,JTF BUSINESS SYSTEMS CORPORATION,1740.0,2024-02-07,P00004,"LEASE OR RENTAL OF EQUIPMENT- OFFICE MACHINES, TEXT PROCESSING SYSTEMS, AND VISIBLE RECORD EQUIPMENT",COMMERCIAL SCREEN PRINTING,"COPIER LEASE FOR ICE OPLA - VAN NUYS, CA"
ICE,70CMSD20FR0000009,JTF BUSINESS SYSTEMS CORPORATION,1740.0,2024-01-19,P00005,"LEASE OR RENTAL OF EQUIPMENT- OFFICE MACHINES, TEXT PROCESSING SYSTEMS, AND VISIBLE RECORD EQUIPMENT",COMMERCIAL SCREEN PRINTING,MULTI-FUNCTIONAL DEVICE LEASE WITH MAINTENANCE
ICE,70CMSD21FR0000128,KYOCERA DOCUMENT SOLUTIONS AMERICA INC,1728.84,2024-08-30,P00006,MISCELLANEOUS OFFICE MACHINES,PHOTOGRAPHIC AND PHOTOCOPYING EQUIPMENT MANUFACTURING,COPIER LEASE AND MAINTENANCE
ICE,70CMSD24FR0000007,KELLEY CREATE CO,1704.0,2024-02-07,0,"LEASE OR RENTAL OF EQUIPMENT- OFFICE MACHINES, TEXT PROCESSING SYSTEMS, AND VISIBLE RECORD EQUIPMENT",PRINTING MACHINERY AND EQUIPMENT MANUFACTURING,COPIER LEASE
ICE,70CMSD21FR0000070,KYOCERA DOCUMENT SOLUTIONS AMERICA INC,1702.44,2024-08-06,P00005,"LEASE OR RENTAL OF EQUIPMENT- OFFICE MACHINES, TEXT PROCESSING SYSTEMS, AND VISIBLE RECORD EQUIPMENT",PHOTOGRAPHIC AND PHOTOCOPYING EQUIPMENT MANUFACTURING,MFD LEASE AGREEMENT - ATLANTA
ICE,70CDCR23P00000042,ORION OIL LLC,1687.0,2023-11-30,P00001,FUEL OILS,PETROLEUM AND PETROLEUM PRODUCTS MERCHANT WHOLESALERS (EXCEPT BULK STATIONS AND TERMINALS),DIESEL AND UNLEADED FUEL FUNDING
ICE,70CMSD20FR0000088,JTF BUSINESS SYSTEMS CORPORATION,1680.0,2024-07-26,P00006,"LEASE OR RENTAL OF EQUIPMENT- OFFICE MACHINES, TEXT PROCESSING SYSTEMS, AND VISIBLE RECORD EQUIPMENT",COMMERCIAL SCREEN PRINTING,LEASED COPIER FOR THE EL PASO OCC
ICE,70CMSW23FC0000063,PRICE MODERN LLC,1680.0,2024-02-16,P00002,OFFICE FURNITURE,OFFICE FURNITURE (EXCEPT WOOD) MANUFACTURING,"ADD ADDITIONAL FUNDING FOR STORAGE FEES - OFFICE FURNITURE FOR ICE HSI - ROANOKE, VIRGINIA"
ICE,70CTD021FR0000245,"INFORMATION TECHNOLOGY STRATEGIES, INC.",1645.19,2024-09-19,P00009,IT AND TELECOM - APPLICATION DEVELOPMENT SOFTWARE (PERPETUAL LICENSE SOFTWARE),COMPUTER SYSTEMS DESIGN SERVICES,THE PURPOSE OF THIS MODIFICATION IS TO ADD THE NITAAC FEE FOR PROFESSIONAL SERVICES.
ICE,70CMSD24FR0000045,AMERITEL COMMUNICATIONS CORPORATION,1608.0,2024-06-04,0,"PRINTING, DUPLICATING, AND BOOKBINDING EQUIPMENT",PHOTOGRAPHIC AND PHOTOCOPYING EQUIPMENT MANUFACTURING,"MFD LEASE ELIZABETH, NJ"
ICE,70CMSD24FR0000026,RICOH USA INC,1591.2,2024-04-03,0,"LEASE OR RENTAL OF EQUIPMENT- OFFICE MACHINES, TEXT PROCESSING SYSTEMS, AND VISIBLE RECORD EQUIPMENT",PHOTOGRAPHIC AND PHOTOCOPYING EQUIPMENT MANUFACTURING,LEASING 1 COPIER FOR OPLA YORK
ICE,70CMSD23FR0000036,AMERITEL COMMUNICATIONS CORPORATION,1572.84,2024-08-01,P00002,"LEASE OR RENTAL OF EQUIPMENT- OFFICE MACHINES, TEXT PROCESSING SYSTEMS, AND VISIBLE RECORD EQUIPMENT",PHOTOGRAPHIC AND PHOTOCOPYING EQUIPMENT MANUFACTURING,MFD LEASE WITH MAINTENANCE AGREEMENT
ICE,70CMSD24FR0000032,AMERITEL COMMUNICATIONS CORPORATION,1500.72,2024-05-01,0,"PRINTING, DUPLICATING, AND BOOKBINDING EQUIPMENT",PHOTOGRAPHIC AND PHOTOCOPYING EQUIPMENT MANUFACTURING,NEW LEASED COPIER FOR OPLA NEW YORK
ICE,70CTD024FR0000003,"SAVANTAGE FINANCIAL SERVICES, INC.",1500.0,2024-07-18,P00006,SUPPORT- PROFESSIONAL: OTHER,OTHER COMPUTER RELATED SERVICES,FEDERAL FINANCIAL MANAGEMENT SYSTEM (FFMS) OPERATIONS AND MAINTENANCE (O&M) SUPPORT SERVICES - MODIFICATION TO EXERCISE TRAVEL OPTIONS AND FULLY FUND ACCORDINGLY.
ICE,70CMSW24FR0000005,"NTT DATA FEDERAL SERVICES, INC.",1500.0,2024-02-13,P00002,SUPPORT- PROFESSIONAL: CERTIFICATIONS AND ACCREDITATIONS (OTHER THAN EDUC OR INFO TECH C&A),CUSTOM COMPUTER PROGRAMMING SERVICES,ADD FUNDING TO TRAVEL CLIN-FT. MOORE TRAINING SUPPORT SERVICES
ICE,70CMSW22P00000011,WORCESTER COUNTY,1500.0,2024-04-04,P00002,EDUCATION/TRAINING- SECURITY,ALL OTHER MISCELLANEOUS SCHOOLS AND INSTRUCTION,PURCHASE OF ACCESS AND USE OF THE WORCESTER COUNTY FIREARM'S TRAINING CENTER FOR ERO.
ICE,70CTD022FR0000017,INSERSO CORPORATION,1487.0,2024-06-06,P00014,IT AND TELECOM - IT MANAGEMENT SUPPORT SERVICES (LABOR),COMPUTER SYSTEMS DESIGN SERVICES,FUND TRAVEL FOR ENTERPRISE SUPPORT SERVICES FOR ICE/OCIO
ICE,70CMSD23FR0000005,AMERITEL COMMUNICATIONS CORPORATION,1424.28,2024-02-02,P00002,"LEASE OR RENTAL OF EQUIPMENT- OFFICE MACHINES, TEXT PROCESSING SYSTEMS, AND VISIBLE RECORD EQUIPMENT",PHOTOGRAPHIC AND PHOTOCOPYING EQUIPMENT MANUFACTURING,"LEASE A NEW COPIER FOR LAREDO, TX (SAN ANTONIO OCC)"
ICE,70CMSD20FR0000200,"CARTRIDGE TECHNOLOGIES, LLC",1412.4,2024-08-20,P00004,"LEASE OR RENTAL OF EQUIPMENT- OFFICE MACHINES, TEXT PROCESSING SYSTEMS, AND VISIBLE RECORD EQUIPMENT",COMPUTER AND OFFICE MACHINE REPAIR AND MAINTENANCE,MFD LEASE AND MAINTENANCE SUPPORT
ICE,70CMSD21FR0000002,"CARTRIDGE TECHNOLOGIES, LLC",1392.72,2024-01-05,P00004,"LEASE OR RENTAL OF EQUIPMENT- OFFICE MACHINES, TEXT PROCESSING SYSTEMS, AND VISIBLE RECORD EQUIPMENT",COMPUTER AND OFFICE MACHINE REPAIR AND MAINTENANCE,MFD LEASE AND MAINTENANCE SUPPORT
ICE,70CMSD22FR0000095,KYOCERA DOCUMENT SOLUTIONS AMERICA INC,1375.92,2024-01-03,P00003,MISCELLANEOUS OFFICE MACHINES,PHOTOGRAPHIC AND PHOTOCOPYING EQUIPMENT MANUFACTURING,COPIER LEASE AND MAINTENANCE
ICE,70CMSD23P00000065,"HOMELAND SECURITY AND MANAGEMENT SOLUTIONS, INC.",1352.4,2024-06-20,P00001,SUPPORT- ADMINISTRATIVE: COURIER/MESSENGER,COURIERS AND EXPRESS DELIVERY SERVICES,COURIER SERVICES FOR NORMAL OPERATIONS AT THE CHICAGO FIELD OFFICE
ICE,70CMSD24FR0000053,"OMNI BUSINESS SYSTEMS, INC",1328.04,2024-06-12,0,"LEASE OR RENTAL OF EQUIPMENT- OFFICE MACHINES, TEXT PROCESSING SYSTEMS, AND VISIBLE RECORD EQUIPMENT",OFFICE MACHINERY AND EQUIPMENT RENTAL AND LEASING,MFD LEASE
ICE,70CMSD20FR0000003,"KONICA MINOLTA BUSINESS SOLUTIONS U.S.A, INC.",1327.32,2024-04-11,P00005,"LEASE OR RENTAL OF EQUIPMENT- OFFICE MACHINES, TEXT PROCESSING SYSTEMS, AND VISIBLE RECORD EQUIPMENT",PHOTOGRAPHIC AND PHOTOCOPYING EQUIPMENT MANUFACTURING,EXERCISE OPTION YEAR 3 COPIER LEASE FOR THE DENVER OCC
ICE,70CDCR23FC0000017,G4S SECURE SOLUTIONS (USA) INC.,1300.0,2024-01-23,P00006,HOUSEKEEPING- GUARD,SECURITY GUARDS AND PATROL SERVICES,THE ACTION PROVIDES FUNDING FOR THE TRANSPORTATION DETENTION SERVICES.
ICE,70CMSD20FR0000091,KYOCERA DOCUMENT SOLUTIONS AMERICA INC,1291.92,2024-07-11,P00006,MISCELLANEOUS OFFICE MACHINES,PHOTOGRAPHIC AND PHOTOCOPYING EQUIPMENT MANUFACTURING,COPIER
ICE,70CMSD20FR0000152,KYOCERA DOCUMENT SOLUTIONS AMERICA INC,1289.28,2024-08-28,P00006,"LEASE OR RENTAL OF EQUIPMENT- OFFICE MACHINES, TEXT PROCESSING SYSTEMS, AND VISIBLE RECORD EQUIPMENT",PHOTOGRAPHIC AND PHOTOCOPYING EQUIPMENT MANUFACTURING,"LEASE NEW COPIER TO REPLACE EXPIRING SHARP COPIER IN SAN FRANCISCO, CA"
ICE,70CMSD23P00000072,"HOMELAND SECURITY AND MANAGEMENT SOLUTIONS, INC.",1276.02,2024-06-27,P00002,SUPPORT- ADMINISTRATIVE: COURIER/MESSENGER,LOCAL MESSENGERS AND LOCAL DELIVERY,COURIER SERVICES DETROIT FIELD OFFICE
ICE,70CMSD20FR0000092,KYOCERA DOCUMENT SOLUTIONS AMERICA INC,1243.92,2024-08-22,P00006,MISCELLANEOUS OFFICE MACHINES,PHOTOGRAPHIC AND PHOTOCOPYING EQUIPMENT MANUFACTURING,"PROCURE NEW COPIER FOR PORTLAND, OR  (ENHANCEMENT PROJECT)"
ICE,70CMSW23FR0000055,"HEALTHEQUITY, INC.",1230.7,2023-12-18,P00003,SUPPORT- MANAGEMENT: OTHER,PHARMACY BENEFIT MANAGEMENT AND OTHER THIRD PARTY ADMINISTRATION OF INSURANCE AND PENSION FUNDS,ADMINISTRATIVE FEES ASSOCIATED WITH THE FEDERAL FLEXIBLE SPENDING ACCOUNT (FSAFEDS) HEALTH BENEFITS PROGRAM FOR ICE.
ICE,70CMSD21FR0000060,AMERITEL COMMUNICATIONS CORPORATION,1203.96,2024-07-09,P00006,PHOTOGRAPHIC EQUIPMENT AND ACCESSORIES,PHOTOGRAPHIC AND PHOTOCOPYING EQUIPMENT MANUFACTURING,"FY21 LEASE A NEW COPIER IN CHICAGO, IL W/ FULL MAINTENANCE AGREEMENT POP: DATE OF DELIVERY"
ICE,70CMSW24FC0000056,PRICE MODERN LLC,1200.0,2024-09-03,P00001,OFFICE FURNITURE,OFFICE FURNITURE (EXCEPT WOOD) MANUFACTURING,FURNITURE DESIGN
ICE,70CTD022FR0000017,INSERSO CORPORATION,1147.0,2023-11-20,P00007,IT AND TELECOM - IT MANAGEMENT SUPPORT SERVICES (LABOR),COMPUTER SYSTEMS DESIGN SERVICES,ENTERPRISE SUPPORT SERVICES FOR ICE/OCIO
ICE,70CMSD23FR0000104,AMERITEL COMMUNICATIONS CORPORATION,1133.28,2024-06-03,P00003,"LEASE OR RENTAL OF EQUIPMENT- OFFICE MACHINES, TEXT PROCESSING SYSTEMS, AND VISIBLE RECORD EQUIPMENT",PHOTOGRAPHIC AND PHOTOCOPYING EQUIPMENT MANUFACTURING,NEW COPIER LEASE (5YEARS) CONTRACT    MULTI-FUNCTION DEVICE SPECIFICATION INTAKE TEMPLATE FOR MACHINE DETAILS.   ERO BOSTON FIELD OFFICE SUB OFFICE MANCHESTER NH
ICE,70CMSD24P00000074,TUTTLE CLICK TUSTIN INC,1125.0,2024-08-13,P00001,"MAINT/REPAIR/REBUILD OF EQUIPMENT- GROUND EFFECT VEHICLES, MOTOR VEHICLES, TRAILERS, AND CYCLES",GENERAL AUTOMOTIVE REPAIR,VEHICLE REPAIRS
ICE,70CMSD21FR0000003,"CARTRIDGE TECHNOLOGIES, LLC",1091.04,2024-01-08,P00004,"LEASE OR RENTAL OF EQUIPMENT- OFFICE MACHINES, TEXT PROCESSING SYSTEMS, AND VISIBLE RECORD EQUIPMENT",COMPUTER AND OFFICE MACHINE REPAIR AND MAINTENANCE,MFD LEASE AND MAINTENANCE SUPPORT
ICE,70CMSD21FR0000042,KYOCERA DOCUMENT SOLUTIONS AMERICA INC,1086.12,2024-04-15,P00005,"LEASE OR RENTAL OF EQUIPMENT- OFFICE MACHINES, TEXT PROCESSING SYSTEMS, AND VISIBLE RECORD EQUIPMENT",PHOTOGRAPHIC AND PHOTOCOPYING EQUIPMENT MANUFACTURING,MFD LEASE AND MAINTENANCE
ICE,70CMSD21FR0000041,KYOCERA DOCUMENT SOLUTIONS AMERICA INC,1086.12,2024-04-30,P00005,"LEASE OR RENTAL OF EQUIPMENT- OFFICE MACHINES, TEXT PROCESSING SYSTEMS, AND VISIBLE RECORD EQUIPMENT",PHOTOGRAPHIC AND PHOTOCOPYING EQUIPMENT MANUFACTURING,FY21  PROCURE LEASE COPIER FOR THE CLEVELAND OH. POP: DATE OF DELIVERY 2ND REQUEST
ICE,70CMSD19FR0000108,"LEXMARK INTERNATIONAL, INC.",1066.2,2023-11-28,P00006,"LEASE OR RENTAL OF EQUIPMENT- OFFICE MACHINES, TEXT PROCESSING SYSTEMS, AND VISIBLE RECORD EQUIPMENT",PHOTOGRAPHIC AND PHOTOCOPYING EQUIPMENT MANUFACTURING,"FY2019 LEASE A COPIER FOR THE LOUISVILLE, KY SITE"
ICE,70CMSD22FR0000066,KYOCERA DOCUMENT SOLUTIONS AMERICA INC,1065.6,2024-08-30,P00006,"LEASE OR RENTAL OF EQUIPMENT- OFFICE MACHINES, TEXT PROCESSING SYSTEMS, AND VISIBLE RECORD EQUIPMENT",PHOTOGRAPHIC AND PHOTOCOPYING EQUIPMENT MANUFACTURING,LEASE A COPIER WITH MAINTENANCE
ICE,70CMSD24FR0000026,RICOH USA INC,1045.08,2024-05-21,P00001,"LEASE OR RENTAL OF EQUIPMENT- OFFICE MACHINES, TEXT PROCESSING SYSTEMS, AND VISIBLE RECORD EQUIPMENT",PHOTOGRAPHIC AND PHOTOCOPYING EQUIPMENT MANUFACTURING,LEASING 1 COPIER FOR OPLA YORK
ICE,70CMSD21FR0000097,KYOCERA DOCUMENT SOLUTIONS AMERICA INC,1043.16,2024-04-16,P00007,MISCELLANEOUS OFFICE MACHINES,PHOTOGRAPHIC AND PHOTOCOPYING EQUIPMENT MANUFACTURING,"COPIER LEASE WITH MAINTENANCE FOR OMAHA, NE"
ICE,70CMSD21FR0000085,KYOCERA DOCUMENT SOLUTIONS AMERICA INC,1009.8,2023-12-11,P00004,MISCELLANEOUS OFFICE MACHINES,PHOTOGRAPHIC AND PHOTOCOPYING EQUIPMENT MANUFACTURING,COPIER LEASE AND MAINTENANCE
ICE,70CMSD21FR0000091,KYOCERA DOCUMENT SOLUTIONS AMERICA INC,1009.8,2024-04-24,P00006,"LEASE OR RENTAL OF EQUIPMENT- OFFICE MACHINES, TEXT PROCESSING SYSTEMS, AND VISIBLE RECORD EQUIPMENT",PHOTOGRAPHIC AND PHOTOCOPYING EQUIPMENT MANUFACTURING,"60 MONTH COPIER LEASE IN KANSAS CITY, MO (CHICAGO OCC)"
ICE,70CDCR20P00000088,"PUBLIC SAFETY & CORRECTIONAL SERVICES, MARYLAND DEPT OF",1000.0,2024-07-31,P00009,COLLECTIVE MODULAR SUPPORT SYSTEM,"OTHER JUSTICE, PUBLIC ORDER, AND SAFETY ACTIVITIES",CJIS ACCESS DATABASE SYSTEM
ICE,70CDCR24P00000001,"ANGELES SHOOTING RANGES, INCORPORATED",1000.0,2024-07-31,P00002,RECREATIONAL AND GYMNASTIC EQUIPMENT,ALL OTHER MISCELLANEOUS SCHOOLS AND INSTRUCTION,FUNDING FOR FIRING RANGE SERVICES FOR LOS ANGELES ERO
ICE,70CMSD21FR0000111,KYOCERA DOCUMENT SOLUTIONS AMERICA INC,983.28,2024-03-28,P00006,MISCELLANEOUS OFFICE MACHINES,PHOTOGRAPHIC AND PHOTOCOPYING EQUIPMENT MANUFACTURING,"LEASE A NEW COPIER FOR THE PHILADELPHIA, PA OCC POP: DATE OF DELIVERY"
ICE,70CDCR20P00000075,"WOLFLAND, INC.",976.0,2024-03-19,P00022,EDUCATION/TRAINING- COMBAT,PROFESSIONAL AND MANAGEMENT DEVELOPMENT TRAINING,EO14042 RENTAL OF FIREARMS TRAINING FACILITY; BALTIMORE MD
ICE,70CMSD21FR0000013,KYOCERA DOCUMENT SOLUTIONS AMERICA INC,925.08,2024-03-04,P00006,"LEASE OR RENTAL OF EQUIPMENT- OFFICE MACHINES, TEXT PROCESSING SYSTEMS, AND VISIBLE RECORD EQUIPMENT",PHOTOGRAPHIC AND PHOTOCOPYING EQUIPMENT MANUFACTURING,MFD LEASE AND MAINTENANCE
ICE,70CMSW23FC0000032,PRICE MODERN LLC,846.3,2023-11-29,P00002,OFFICE FURNITURE,OFFICE FURNITURE (EXCEPT WOOD) MANUFACTURING,OFFICE FURNITURE STORAGE FEES - OPLA
ICE,70CDCR23FR0000043,BOSS INNOVATION & MARKETING INC,846.0,2024-01-31,P00001,ATHLETIC AND SPORTING EQUIPMENT,ALL OTHER MISCELLANEOUS FABRICATED METAL PRODUCT MANUFACTURING,MANDATORY VEHICLE SAFETY KITS FOR ERO FY23
ICE,70CMSW21C00000001,"CORPORATE SOURCE, INC THE",774.5,2024-03-13,P00006,HOUSEKEEPING- LANDSCAPING/GROUNDSKEEPING,FACILITIES SUPPORT SERVICES,JANITORIAL SERVICES AT THE ASPC
ICE,70CMSW23FR0000016,"TACTICAL & SURVIVAL SPECIALTIES, LLC",765.48,2024-01-31,P00001,"AMMUNITION, THROUGH 30MM",APPAREL ACCESSORIES AND OTHER APPAREL MANUFACTURING,TWO ADDITIONAL CASES OF 5.56 MM SECURIBLANK AMMUNITION FOR THE OFFICE OF FIREARMS AND TACTICAL PROGRAMS (OFTP)
ICE,70CMSW23C00000029,OLD HARBOR SOLUTIONS LLC,622.12,2024-05-20,P00002,SUPPORT- PROFESSIONAL: CERTIFICATIONS AND ACCREDITATIONS (OTHER THAN EDUC OR INFO TECH C&A),PROFESSIONAL AND MANAGEMENT DEVELOPMENT TRAINING,"FORT MOORE TRAINING SUPPORT SERVICES, OFTP, SDU"
ICE,70CMSD24P00000035,"OHBG, INC",548.89,2024-05-20,P00001,"MAINT/REPAIR/REBUILD OF EQUIPMENT- GROUND EFFECT VEHICLES, MOTOR VEHICLES, TRAILERS, AND CYCLES",NEW CAR DEALERS,VEHICLE REPAIR
ICE,70CMSD22P00000001,"24/7 ENTERPRISES, LLC",403.02,2023-11-20,P00003,TRANSPORTATION/TRAVEL/RELOCATION- TRAVEL/LODGING/RECRUITMENT: AIR PASSENGER,ALL OTHER TRANSIT AND GROUND PASSENGER TRANSPORTATION,PASSENGER TRANSPORT SERVICES
ICE,70CDCR20P00000075,"WOLFLAND, INC.",120.0,2024-09-06,P00026,EDUCATION/TRAINING- COMBAT,PROFESSIONAL AND MANAGEMENT DEVELOPMENT TRAINING,EO14042 RENTAL OF FIREARMS TRAINING FACILITY; BALTIMORE MD
ICE,70CDCR24FR0000017,GLENNIE REPORTING SERVICES LLC,98.74,2024-05-31,P00001,SUPPORT- ADMINISTRATIVE: COURT REPORTING,COURT REPORTING AND STENOTYPE SERVICES,COURT REPORTING SERVICES (NEW AOR)
ICE,70CMSD18P00000040,CALLYO 2009 CORP,0.0,2024-04-22,P00001,IT AND TELECOM- CYBER SECURITY AND DATA BACKUP,TELECOMMUNICATIONS RESELLERS,ELECTRONIC SURVEILLANCE SUPPORT SERVICES
ICE,HSCETE15J00152,"DEFENSE POINT SECURITY, LLC",0.0,2023-11-27,P00001,IT AND TELECOM- CYBER SECURITY AND DATA BACKUP,OTHER COMPUTER RELATED SERVICES,SECURITY OPERATIONS CENTER (SOC) SERVICES;
ICE,70CMSW23FR0000021,BZ DEFENSE LLC,0.0,2023-12-14,P00001,"ARMOR, PERSONAL",OFFICE SUPPLIES (EXCEPT PAPER) MANUFACTURING,CLOSEOUT - TRANSLUCENT BLUE TRAINING MAGAZINES TO SUPPORT HSI COURSES
ICE,70CDCR22P00000035,"MINUTEMAN SECURITY TECHNOLOGIES, INC.",0.0,2024-01-08,P00002,"MAINT/REPAIR/REBUILD OF EQUIPMENT- ALARM, SIGNAL, AND SECURITY DETECTION SYSTEMS",SECURITY SYSTEMS SERVICES (EXCEPT LOCKSMITHS),"ALARM SYSTEM MAINTENANCE & REPAIR FOR SCARBOROUGH, ME FIELD OFFICE"
ICE,70CTD021FR0000219,ACCESSAGILITY LLC,0.0,2023-10-16,P00010,IT AND TELECOM - BUSINESS APPLICATION SOFTWARE (PERPETUAL LICENSE SOFTWARE),OTHER COMPUTER RELATED SERVICES,THE PURPOSE OF THIS MODIFICATION IS TO INCORPORATE THE NEW JULY 2023 CLAUSES.
ICE,70CMSW21FR0000065,"SIG SAUER, INC",0.0,2024-09-16,P00001,"GUNS, THROUGH 30MM","SMALL ARMS, ORDNANCE, AND ORDNANCE ACCESSORIES MANUFACTURING",LE REPLACEMENT PARTS
ICE,70CMSW23P00000028,CENTRIFUGE TRAINING SOLUTIONS LLC,0.0,2023-12-14,P00001,EDUCATION/TRAINING- TRAINING/CURRICULUM DEVELOPMENT,PROFESSIONAL AND MANAGEMENT DEVELOPMENT TRAINING,SPECIALIZED LAW ENFORCEMENT TRAINING TO SUPPORT OFTP
ICE,70CDCR24FR0000011,"THE GEO GROUP, INC.",0.0,2024-09-04,P00007,HOUSEKEEPING- GUARD,SECURITY GUARDS AND PATROL SERVICES,MOVE FUNDS
ICE,HSCECR15F00012,"ELEVATE HOLDINGS, INC",0.0,2024-03-27,P00006,TRANSPORTATION/TRAVEL/RELOCATION- TRAVEL/LODGING/RECRUITMENT: AIR PASSENGER,OTHER MANAGEMENT CONSULTING SERVICES,SMALL AIRCRAFT LONG RANGE INTERNATIONAL CHARTER (LRIC)
ICE,70CDCR23FC0000014,"THE GEO GROUP, INC.",0.0,2024-06-04,P00004,HOUSEKEEPING- GUARD,CORRECTIONAL INSTITUTIONS,THE PURPOSE OF THIS MODIFICATION IS TO UPDATE THE COR.
ICE,70CMSW19C00000009,"BARNALLEN TECHNOLOGIES, INC.",0.0,2023-11-03,P00011,SUPPORT- ADMINISTRATIVE: OTHER,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,RECORDS MANAGEMENT AND KNOWLEDGE MANAGEMENT SUPPORT SERVICES
ICE,70CTD020FR0000001,ENVISAGE TECHNOLOGIES LLC,0.0,2024-07-02,P00014,INFORMATION TECHNOLOGY SOFTWARE,COMPUTER SYSTEMS DESIGN SERVICES,TRAINING MANAGEMENT SYSTEM
ICE,70CMSD20FR0000091,KYOCERA DOCUMENT SOLUTIONS AMERICA INC,0.0,2023-11-13,P00005,MISCELLANEOUS OFFICE MACHINES,PHOTOGRAPHIC AND PHOTOCOPYING EQUIPMENT MANUFACTURING,COPIER
ICE,70CMSW23FC0000130,ASET PARTNERS CORP.,0.0,2023-11-28,P00001,SUPPORT- MANAGEMENT: LOGISTICS SUPPORT,CUSTOM COMPUTER PROGRAMMING SERVICES,"UPDATE COR IN THE BPA CALL- IT INFRASTRUCTURE SUPPORT AND EXPLORATION OF GEOSPATIAL SUPPORT FOR THE ICE FLEET MANAGEMENT CAPABILITIES NECESSARY TO SUPPORT THE FLEET H.O.M.E. APPLICATION.  INFORMATICA POWERCENTER EXTRACT, DATA, AND LOAD (ETL) SUPPORT,"
ICE,70CMSD20P00000135,QINTEL LLC,0.0,2024-05-10,P00005,IT AND TELECOM- WEB-BASED SUBSCRIPTION,INVESTIGATION AND PERSONAL BACKGROUND CHECK SERVICES,DATABASE SUBSCRIPTION SERVICES
ICE,70CMSD22P00000140,"SIMON WIESENTHAL CENTER, INC.",0.0,2024-07-01,P00003,EDUCATION/TRAINING- OTHER,PROFESSIONAL AND MANAGEMENT DEVELOPMENT TRAINING,DIVERSITY TRAINING
ICE,70CMSW21FR0000059,"SIG SAUER, INC",0.0,2024-09-16,P00001,"GUNS, THROUGH 30MM","SMALL ARMS, ORDNANCE, AND ORDNANCE ACCESSORIES MANUFACTURING",PURCHASE OF LE EQUIPMENT FOR ICE
ICE,70CMSD20FR0000061,"KNOWLEDGEBANK, INC.",0.0,2024-02-14,P00015,SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,"HUMAN RESOURCES CONSULTING SERVICES (2007), HUMAN RESOURCES AND EXECUTIVE SEARCH CONSULTING SERVICES (2002)",SENIOR EXECUTIVE SUPPORT SERVICES
ICE,70CDCR19P00000080,"LIFE SAFETY GROUP, LLC",0.0,2024-05-23,P00007,PURCHASE OF PARKING FACILITIES,PARKING LOTS AND GARAGES,COR UPDATE
ICE,70CMSW21FC0000072,RED CARROT INC,0.0,2024-08-08,P00002,SUPPORT- MANAGEMENT: ADVERTISING,MARKETING CONSULTING SERVICES,GRAPHIC DESIGNER
