Agency,Award ID,Recipient Name,Federal Action Obligation,Action Date,Modification,Product/Service Description,NAICS Description,Transaction Description,Generated Award ID
ICE,70CTD023FR0000098,"SNAP, INC",0.0,2025-02-25,P00001,IT AND TELECOM - APPLICATION DEVELOPMENT SOFTWARE (PERPETUAL LICENSE SOFTWARE),OTHER COMPUTER RELATED SERVICES,TRIRIGA LICENSES FOR USE IN RPMS LICENSES AND SUPPORT. THIS MODIFICATION IS FOR CLOSEOUT.,CONT_AWD_70CTD023FR0000098_7012_HSHQDC13D00025_7001
ICE,70CMSW24FR0000118,"IRONCOMPANY.COM, LLC",0.0,2025-03-20,P00001,RECREATIONAL AND GYMNASTIC EQUIPMENT,SPORTING AND ATHLETIC GOODS MANUFACTURING,PRO-24-ERO-0359  EL PASO TEXAS  THIS IS A CLOSEOUT MODIFICATION,CONT_AWD_70CMSW24FR0000118_7012_47QSMA22D08NN_4732
ICE,70CMSD21FR0000069,"PANAMERICA COMPUTERS, INC.",0.0,2025-08-14,P00010,IT AND TELECOM - BUSINESS APPLICATION SOFTWARE (PERPETUAL LICENSE SOFTWARE),OTHER COMPUTER RELATED SERVICES,THIS MODIFICATION CLOSES OUT THE CONTRACT FOR SOFTWARE LICENSES IN SUPPORT OF THE OFFICE OF INTELLIGENCE FOR ICE.,CONT_AWD_70CMSD21FR0000069_7012_NNG15SD02B_8000
ICE,70CMSW24FC0000090,"RELIANCE RELOCATION SERVICES, INC",0.0,2025-06-03,P00004,TRANSPORTATION/TRAVEL/RELOCATION- RELOCATION: RELOCATION,USED HOUSEHOLD AND OFFICE GOODS MOVING,"THIS AWARD PROCURES EMPLOYEE RELOCATION SERVICES; PRE-TRANSFER COUNSELING, PROPERTY AND MOVE MANAGEMENT SERVICES, & REAL ESTATE ASSISTANCE FOR OFFICE OF FINANCIAL MANAGEMENT. THIS MODIFICATION CHANGES THE CONTRACTING OFFICER'S REPRESENTATIVE",CONT_AWD_70CMSW24FC0000090_7012_70CMSW24A00000003_7012
ICE,70CMSW25FCL000002,"RELIANCE RELOCATION SERVICES, INC",0.0,2025-09-05,P00001,TRANSPORTATION/TRAVEL/RELOCATION- RELOCATION: RELOCATION,USED HOUSEHOLD AND OFFICE GOODS MOVING,THIS AWARD DOCUMENTS THE ORDERS PLACED BY THE OFFICE OF FINANCIAL MANAGEMENT TO PROCURE RELOCATION SERVICES FOR IMMIGRATION AND CUSTOMS ENFORCEMENT EMPLOYEES. THE PURPOSE OF THIS MODIFICATION IS TO CLOSE OUT THE ORDER.,CONT_AWD_70CMSW25FCL000002_7012_70CMSW24A00000003_7012
ICE,70CMSD24FR0000154,"PANAMERICA COMPUTERS, INC.",0.0,2025-05-12,P00001,IT AND TELECOM - HIGH PERFORMANCE COMPUTE (HARDWARE AND PERPETUAL LICENSE SOFTWARE),OTHER COMPUTER RELATED SERVICES,DELL WORKSTATION LAPTOP  THIS IS A CLOSEOUT MODIFICATION,CONT_AWD_70CMSD24FR0000154_7012_HSHQDC12D00013_7001
ICE,70CTD024FR0000027,"PANAMERICA COMPUTERS, INC.",0.0,2025-02-10,P00001,IT AND TELECOM - STORAGE PRODUCTS (HARDWARE AND PERPETUAL LICENSE SOFTWARE),OTHER COMPUTER RELATED SERVICES,"CISCO SWITCHES, CISCO ROUTERS AND DELL SERVER",CONT_AWD_70CTD024FR0000027_7012_HSHQDC12D00013_7001
ICE,70CMSW24FR0000038,ADVANCED MATERIAL HANDLING LLC,0.0,2025-03-10,P00001,MISCELLANEOUS MACHINE TOOLS,"INDUSTRIAL TRUCK, TRACTOR, TRAILER, AND STACKER MACHINERY MANUFACTURING",EQUIPMENT PURCHASE OF A FORKLIFT FOR THE PORT ISABEL DETENTION CENTER  THIS IS A CLOSEOUT MODIFICATION,CONT_AWD_70CMSW24FR0000038_7012_GS07F0293X_4732
ICE,70CMSD23FR0000132,"PANAMERICA COMPUTERS, INC.",0.0,2024-11-22,P00001,IT AND TELECOM - IT MANAGEMENT TOOLS/PRODUCTS (HARDWARE AND PERPETUAL LICENSE SOFTWARE),OTHER COMPUTER RELATED SERVICES,HP COLOR LASERJET ENTERPRISE M751DN PRINTER (NETWORK PRINTER),CONT_AWD_70CMSD23FR0000132_7012_HSHQDC12D00013_7001
ICE,70CMSD23FR0000185,"SNAP, INC",0.0,2025-02-11,P00001,IT AND TELECOM - BUSINESS APPLICATION SOFTWARE (PERPETUAL LICENSE SOFTWARE),OTHER COMPUTER RELATED SERVICES,NUIX INVESTIGATION LAB,CONT_AWD_70CMSD23FR0000185_7012_HSHQDC13D00025_7001
ICE,70CMSD19C00000002,"DSSP CONSULTING, INC.",0.0,2025-04-17,P00006,SPECIAL STUDIES/ANALYSIS- LEGAL,"ALL OTHER PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",STATISTICIANS  THIS IS A CLOSEOUT MODIFICATION,CONT_AWD_70CMSD19C00000002_7012_-NONE-_-NONE-
ICE,70CMSD24P00000175,"THOMAS SCIENTIFIC, LLC",0.0,2025-04-29,P00001,LABORATORY EQUIPMENT AND SUPPLIES,ANALYTICAL LABORATORY INSTRUMENT MANUFACTURING,THIS MODIFICATION CLOSES OUT THIS CONTRACT FOR A FENTANYL CONTAINMENT HOOD WHICH PROVIDES EFFECTIVE CONTAINMENT OF FENTANYL AND ITS ANALOGUES DURING MANIPULATION AND ENSURES THE SAFETY OF LAW ENFORCEMENT PERSONNEL.,CONT_AWD_70CMSD24P00000175_7012_-NONE-_-NONE-
ICE,70CMSD19FC0000007,"GENERAL DYNAMICS INFORMATION TECHNOLOGY, INC.",0.0,2025-04-16,P00005,SUPPORT- ADMINISTRATIVE: BACKGROUND INVESTIGATION,"HUMAN RESOURCES CONSULTING SERVICES (2007), HUMAN RESOURCES AND EXECUTIVE SEARCH CONSULTING SERVICES (2002)",THIS AWARD IS BEING MODIFIED TO DEOB EXCESS FUNDS AND CLOSEOUT.,CONT_AWD_70CMSD19FC0000007_7012_HSCEMR15A00005_7012
ICE,70CMSW25P00000066,"K-LOG, INC",0.0,2025-09-22,P00001,OFFICE FURNITURE,WOOD OFFICE FURNITURE MANUFACTURING,"THIS AWARD PROCURES OFFICE WORKSPACES FOR ENFORCEMENT AND REMOVAL OPERATIONS IN HARLINGEN, TEXAS. THIS MODIFICATION IS TO INCORPORATE AN UPDATED QUOTE.",CONT_AWD_70CMSW25P00000066_7012_-NONE-_-NONE-
ICE,70CTD023FR0000120,"SNAP, INC",0.0,2025-02-25,P00001,IT AND TELECOM - BUSINESS APPLICATION SOFTWARE (PERPETUAL LICENSE SOFTWARE),OTHER COMPUTER RELATED SERVICES,SERVICENOW PLATFORM RENEWAL. CLOSEOUT MODIFICATION.,CONT_AWD_70CTD023FR0000120_7012_HSHQDC13D00025_7001
ICE,70CMSD23FR0000028,"SNAP, INC",0.0,2025-01-21,P00001,IT AND TELECOM - BUSINESS APPLICATION SOFTWARE (PERPETUAL LICENSE SOFTWARE),OTHER COMPUTER RELATED SERVICES,SMARTBEAR LICENSE,CONT_AWD_70CMSD23FR0000028_7012_HSHQDC13D00025_7001
ICE,70CMSD24FR0000034,"PANAMERICA COMPUTERS, INC.",0.0,2024-12-04,P00001,IT AND TELECOM - COMPUTE: MAINFRAME (HARDWARE AND PERPETUAL LICENSE SOFTWARE),OTHER COMPUTER RELATED SERVICES,COMPUTER MONITORS.,CONT_AWD_70CMSD24FR0000034_7012_HSHQDC12D00013_7001
ICE,70CMSD24P00000165,"WORD SYSTEMS, LLC",0.0,2025-04-11,P00001,"MISCELLANEOUS ALARM, SIGNAL, AND SECURITY DETECTION SYSTEMS",AUDIO AND VIDEO EQUIPMENT MANUFACTURING,"THIS MODIFICATION CLOSES THE CONTRACT THAT SUPPLIED AND INSTALLED AN INTERVIEW ROOM FOR IMMIGRATION AND CUSTOMS ENFORCEMENT, HOMELAND SECURITY INVESTIGATIONS, SPECIAL AGENT IN CHARGE, CHICAGO.",CONT_AWD_70CMSD24P00000165_7012_-NONE-_-NONE-
ICE,70CMSD23FR0000065,"PANAMERICA COMPUTERS, INC.",0.0,2024-11-05,P00001,IT AND TELECOM - COMPUTE: MAINFRAME (HARDWARE AND PERPETUAL LICENSE SOFTWARE),OTHER COMPUTER RELATED SERVICES,COMPUTER SOFTWARE.,CONT_AWD_70CMSD23FR0000065_7012_HSHQDC12D00013_7001
ICE,70CTD023FR0000007,"PANAMERICA COMPUTERS, INC.",0.0,2025-03-03,P00001,IT AND TELECOM - BUSINESS APPLICATION SOFTWARE (PERPETUAL LICENSE SOFTWARE),OTHER COMPUTER RELATED SERVICES,SMARTY SOFTWARE APPLICATION NEEDED FOR MISSION AND INVESTIGATIONS PURPOSES FOR OCIO. THIS MOD IS FOR CLOSEOUT.,CONT_AWD_70CTD023FR0000007_7012_HSHQDC12D00013_7001
ICE,70CMSW25FCL000004,"RELIANCE RELOCATION SERVICES, INC",0.0,2025-09-08,P00001,TRANSPORTATION/TRAVEL/RELOCATION- RELOCATION: RELOCATION,USED HOUSEHOLD AND OFFICE GOODS MOVING,THIS AWARD IS TO DOCUMENT THE ORDERS PLACED BY THE OFFICE OF FINANCIAL MANAGEMENT TO PROCURE RELOCATION SERVICES FOR IMMIGRATION AND CUSTOMS ENFORCEMENT EMPLOYEES.,CONT_AWD_70CMSW25FCL000004_7012_70CMSW24A00000003_7012
ICE,70CMSD24FR0000174,"SNAP, INC",0.0,2025-06-17,P00002,IT AND TELECOM - COMPUTE: MAINFRAME (HARDWARE AND PERPETUAL LICENSE SOFTWARE),OTHER COMPUTER RELATED SERVICES,FIRSTSOURCE II IDIQ ROUTERS  THIS IS A CLOSEOUT MODIFICATION,CONT_AWD_70CMSD24FR0000174_7012_HSHQDC13D00025_7001
ICE,70CMSW24FC0000090,"RELIANCE RELOCATION SERVICES, INC",0.0,2025-03-26,P00003,TRANSPORTATION/TRAVEL/RELOCATION- RELOCATION: RELOCATION,USED HOUSEHOLD AND OFFICE GOODS MOVING,"THIS AWARD PROCURES EMPLOYEE RELOCATION SERVICES; PRE-TRANSFER COUNSELING, PROPERTY AND MOVE MANAGEMENT SERVICES, & REAL ESTATE ASSISTANCE FOR OFFICE OF FINANCIAL MANAGEMENT. THIS MODIFICATION INCORPORATES AN UPDATED SOW AND REALIGN FUNDS",CONT_AWD_70CMSW24FC0000090_7012_70CMSW24A00000003_7012
ICE,70CDCR23P00000027,ADVANCED SATELLITE COMMUNICATIONS INC,0.0,2025-03-11,P00001,COMMUNICATIONS SECURITY EQUIPMENT AND COMPONENTS,SATELLITE TELECOMMUNICATIONS,"PROCUREMENT AND INSTALLATION OF SATELLITE TV EQUIPMENT FOR ICE/ERO DETROIT FIELD OFFICE, 985 MICHIGAN AVENUE, DETROIT, MI",CONT_AWD_70CDCR23P00000027_7012_-NONE-_-NONE-
ICE,70CMSD23FR0000163,"SNAP, INC",0.0,2024-11-22,P00001,IT AND TELECOM - COMPUTE: SERVERS (HARDWARE AND PERPETUAL LICENSE SOFTWARE),OTHER COMPUTER RELATED SERVICES,COMINO SERVER,CONT_AWD_70CMSD23FR0000163_7012_HSHQDC13D00025_7001
ICE,70CDCR20P00000057,"AMERICAN ALARM & COMMUNICATIONS, INC.",0.0,2025-04-03,P00006,"MAINT/REPAIR/REBUILD OF EQUIPMENT- ALARM, SIGNAL, AND SECURITY DETECTION SYSTEMS",SECURITY SYSTEMS SERVICES (EXCEPT LOCKSMITHS),THIS PURCHASE ORDER PROVIDES SECURITY SYSTEM MAINTENANCE FOR AN ICE FIELD OFFICE IN THE BOSTON AREA OF RESPONSIBILITY. THE PURPOSE OF THIS MODIFICATION TO CHANGE THE CONTRACTING OFFICER REPRESENTATIVE AND UPDATE THE INVOICING INSTRUCTIONS.,CONT_AWD_70CDCR20P00000057_7012_-NONE-_-NONE-
ICE,70CMSW25FCL000001,"RELIANCE RELOCATION SERVICES, INC",0.0,2025-09-05,P00001,TRANSPORTATION/TRAVEL/RELOCATION- RELOCATION: RELOCATION,USED HOUSEHOLD AND OFFICE GOODS MOVING,THIS AWARD DOCUMENTS THE ORDERS PLACED BY THE OFFICE OF FINANCIAL MANAGEMENT TO PROCURE RELOCATION SERVICES FOR IMMIGRATION AND CUSTOMS ENFORCEMENT EMPLOYEES. THE PURPOSE OF THIS MODIFICATION IS TO CLOSE OUT THE ORDER.,CONT_AWD_70CMSW25FCL000001_7012_70CMSW24A00000003_7012
ICE,70CMSD23P00000114,INCADENCE STRATEGIC SOLUTIONS LLC,0.0,2025-02-24,P00001,IT AND TELECOM - IT MANAGEMENT TOOLS/PRODUCTS (HARDWARE AND PERPETUAL LICENSE SOFTWARE),OTHER MEASURING AND CONTROLLING DEVICE MANUFACTURING,BITMAP-PANAMA,CONT_AWD_70CMSD23P00000114_7012_-NONE-_-NONE-
ICE,70CMSD23FR0000218,"SNAP, INC",0.0,2025-02-10,P00001,IT AND TELECOM - BUSINESS APPLICATION SOFTWARE (PERPETUAL LICENSE SOFTWARE),OTHER COMPUTER RELATED SERVICES,ANNUAL LICENSE RENEWAL,CONT_AWD_70CMSD23FR0000218_7012_HSHQDC13D00025_7001
ICE,70CTD023FR0000009,"PANAMERICA COMPUTERS, INC.",0.0,2025-03-03,P00001,IT AND TELECOM - BUSINESS APPLICATION SOFTWARE (PERPETUAL LICENSE SOFTWARE),OTHER COMPUTER RELATED SERVICES,SOFTWARE LICENSES NEEDED FOR ERO AND PROGRAM MISSIONS AND SUPPORT. THIS MOD IS FOR CLOSEOUT.,CONT_AWD_70CTD023FR0000009_7012_HSHQDC12D00013_7001
ICE,70CTD025FR0000004,"PANAMERICA COMPUTERS, INC.",0.0,2025-01-01,P00001,IT AND TELECOM - BUSINESS APPLICATION/APPLICATION DEVELOPMENT SUPPORT SERVICES (LABOR),OTHER COMPUTER RELATED SERVICES,NEW APP DYNAMICS - UPDATE PERIOD OF PERFORMANCE,CONT_AWD_70CTD025FR0000004_7012_NNG15SD02B_8000
ICE,70CMSD24FR0000100,"PANAMERICA COMPUTERS, INC.",0.0,2025-05-06,P00001,IT AND TELECOM - HIGH PERFORMANCE COMPUTE (HARDWARE AND PERPETUAL LICENSE SOFTWARE),OTHER COMPUTER RELATED SERVICES,THE PURPOSE OF THIS MODIFICATION IS TO CLOSEOUT THIS DELIVERY ORDER FOR EXXACT WORKSTATION LAPTOPS AND TOWERS FOR HOMELAND SECURITY FORENSIC INVESTIGATIONS AND ANALYSIS.,CONT_AWD_70CMSD24FR0000100_7012_HSHQDC12D00013_7001
ICE,70CMSD24FR0000082,"PANAMERICA COMPUTERS, INC.",0.0,2024-12-06,P00001,IT AND TELECOM - COMPUTE: MAINFRAME (HARDWARE AND PERPETUAL LICENSE SOFTWARE),OTHER COMPUTER RELATED SERVICES,CLOSEOUT - MICROSOFT SURFACE PRO 10 & ACCESSORIES,CONT_AWD_70CMSD24FR0000082_7012_HSHQDC12D00013_7001
ICE,70CMSD23FR0000054,"PANAMERICA COMPUTERS, INC.",0.0,2025-02-03,P00001,EDUCATION/TRAINING- INFORMATION TECHNOLOGY/TELECOMMUNICATIONS TRAINING,OTHER COMPUTER RELATED SERVICES,SUPPLY OF SOFTWARE,CONT_AWD_70CMSD23FR0000054_7012_HSHQDC12D00013_7001
ICE,70CTD024FR0000097,"WILDFLOWER INTERNATIONAL, LTD.",0.0,2024-10-10,P00001,IT AND TELECOM - NETWORK: DIGITAL NETWORK PRODUCTS (HARDWARE AND PERPETUAL LICENSE SOFTWARE),OTHER COMPUTER RELATED SERVICES,FIRST SOURCE VTC CONTRACT # TBD SEE SHIPPING TEMPLATE,CONT_AWD_70CTD024FR0000097_7012_HSHQDC12D00010_7001
ICE,70CMSD24FR0000149,"PANAMERICA COMPUTERS, INC.",0.0,2025-05-14,P00001,IT AND TELECOM - DATA CENTER PRODUCTS (HARDWARE AND PERPETUAL LICENSE SOFTWARE),OTHER COMPUTER RELATED SERVICES,DELL WORKSTATIONS      THIS IS A CLOSEOUT MODIFICATION,CONT_AWD_70CMSD24FR0000149_7012_HSHQDC12D00013_7001
ICE,70CMSD23FR0000145,"PANAMERICA COMPUTERS, INC.",0.0,2025-03-19,P00003,IT AND TELECOM - BUSINESS APPLICATION SOFTWARE (PERPETUAL LICENSE SOFTWARE),OTHER COMPUTER RELATED SERVICES,THIS AWARD PROCURED FIVECAST ONYX SOFTWARE TO PROVIDE ACCESS TO THE WEB BROWSERS AND SOCIAL MEDIA PLATFORMS FOR ICE HOMELAND SECURITY INVESTIGATIONS INTEL. THIS MODIFICATION IS ISSUED TO CHANGE THE CONTRACTING OFFICER'S REPRESENTATIVE.,CONT_AWD_70CMSD23FR0000145_7012_NNG15SD02B_8000
ICE,70CDCR22P00000012,NATIONAL COMMISSION ON CORRECTIONAL HEALTH CARE,0.0,2025-04-04,P00007,SUPPORT- PROFESSIONAL: CERTIFICATIONS AND ACCREDITATIONS (OTHER THAN EDUC OR INFO TECH C&A),PROFESSIONAL ORGANIZATIONS,THIS AWARD IS FOR COMPLIANCE AUDITS AND ACCREDITATION FOR ICE HEALTH FACILITIES. THIS MODIFICATION REVISES THE STATEMENT OF WORK (SOW) TO OUTLINE REQUIREMENTS FOR FOLLOW-UP AUDITS AND CANCELLATIONS.,CONT_AWD_70CDCR22P00000012_7012_-NONE-_-NONE-
ICE,70CMSW24FR0000107,"IRONCOMPANY.COM, LLC",0.0,2025-02-24,P00001,RECREATIONAL AND GYMNASTIC EQUIPMENT,SPORTING AND ATHLETIC GOODS MANUFACTURING,THE PURPOSE OF THIS NO-COST MODIFICATION IS TO UPDATE THE WEBVIEW POINT OF CONTACT AND UPDATE THE INVOICE INSTRUCTIONS.,CONT_AWD_70CMSW24FR0000107_7012_47QSMA22D08NN_4732
ICE,70CMSD23P00000005,MYSTAIRE INC,0.0,2025-02-13,P00005,MAINT/REPAIR/REBUILD OF EQUIPMENT- INSTRUMENTS AND LABORATORY EQUIPMENT,INDUSTRIAL AND COMMERCIAL FAN AND BLOWER AND AIR PURIFICATION EQUIPMENT MANUFACTURING,FUMING CHAMBER EXTENDED WARRANTY SERVICE,CONT_AWD_70CMSD23P00000005_7012_-NONE-_-NONE-
ICE,70CMSD23P00000005,MYSTAIRE INC,0.0,2025-02-04,P00004,MAINT/REPAIR/REBUILD OF EQUIPMENT- INSTRUMENTS AND LABORATORY EQUIPMENT,INDUSTRIAL AND COMMERCIAL FAN AND BLOWER AND AIR PURIFICATION EQUIPMENT MANUFACTURING,FUMING CHAMBER EXTENDED WARRANTY SERVICE,CONT_AWD_70CMSD23P00000005_7012_-NONE-_-NONE-
ICE,70CMSD23FR0000070,"PANAMERICA COMPUTERS, INC.",0.0,2025-02-05,P00001,IT AND TELECOM - SECURITY AND COMPLIANCE PRODUCTS (HARDWARE AND PERPETUAL LICENSE SOFTWARE),OTHER COMPUTER RELATED SERVICES,GRAYKEY LICENSE RENEWALS,CONT_AWD_70CMSD23FR0000070_7012_HSHQDC12D00013_7001
ICE,70CTD024FR0000094,"PROCENTRIX, LLC",0.0,2024-10-23,P00001,SUPPORT - ADMINISTRATIVE: ELECTRONIC RECORDS MANAGEMENT SERVICES,OTHER COMPUTER RELATED SERVICES,PURPOSE OF THIS MODIFICATION IS TO CHANGE THE COR AND ACOR.,CONT_AWD_70CTD024FR0000094_7012_70CTD022D00000011_7012
ICE,70CMSD24FR0000106,"THE KACE COMPANY, LLC.",0.0,2025-08-11,P00006,SUPPORT- ADMINISTRATIVE: TRANSLATION AND INTERPRETING,TRANSLATION AND INTERPRETATION SERVICES,"THIS CONTRACT IS FOR TRANSCRIPTION AND TRANSLATION SERVICES, WHICH SUPPORTS HOMELAND SECURITY INVESTIGATIONS NATIONWIDE WHEN CONDUCTING CRIMINAL INVESTIGATIONS. THIS MODIFICATION IS TO REVISE ACCOUNTING CLASSIFICATIONS.",CONT_AWD_70CMSD24FR0000106_7012_47QRAA20D008Q_4732
ICE,70CTD025FR0000024,SHI INTERNATIONAL CORP,0.0,2025-07-18,P00001,IT AND TELECOM - BUSINESS APPLICATION SOFTWARE (PERPETUAL LICENSE SOFTWARE),OTHER COMPUTER RELATED SERVICES,THE PURPOSE OF THIS MODIFICATION TO THIS AWARD IS TO UPDATE AND CORRECT THE CONTRACTING OFFICERS REPRESENTATIVE(COR) AND ALTERNATE(ACOR) UNDER THIS CURRENT CONTRACT FOR THE ELECTRONIC POLICY DEVELOPMENTAL SYSTEM(EPDS).,CONT_AWD_70CTD025FR0000024_7012_NNG15SE11B_8000
ICE,70CMSD25FC0000009,OMNIPLEX WORLD SERVICES CORPORATION,0.0,2025-07-15,P00002,SUPPORT- ADMINISTRATIVE: BACKGROUND INVESTIGATION,INVESTIGATION AND PERSONAL BACKGROUND CHECK SERVICES,THIS ADMIN MODIFICATION FOR BACKGROUND INVESTIGATION SERVICES CORRECTS THE BLANKET PURCHASE AGREEMENT NUMBER IN THE CONTRACTING SYSTEM AND UPDATES CURRENT CONTRACTING OFFICER INFO. THIS SERVICE SUPPORTS THE OFFICE OF PROFESSIONAL RESPONSIBILITY.,CONT_AWD_70CMSD25FC0000009_7012_70CMSD21A00000003_7012
ICE,70CMSD25FR0000075,"PANAMERICA COMPUTERS, INC.",0.0,2025-09-16,P00001,IT AND TELECOM - BUSINESS APPLICATION SOFTWARE (PERPETUAL LICENSE SOFTWARE),OTHER COMPUTER RELATED SERVICES,"THIS ADMINISTRATIVE MODIFICATION UPDATES THE DELIVERY ORDER'S PRODUCT SERVICE CODE (PSC) TO 7A21, REPRESENTING THE ACQUISITION OF PERPETUAL SOFTWARE LICENSES. THESE LICENSES WILL BE USED BY HOMELAND SECURITY INVESTIGATIONS TO SUPPORT CRIMINAL IN",CONT_AWD_70CMSD25FR0000075_7012_NNG15SD02B_8000
ICE,70CMSD23P00000151,"ETHIC TECH, LLC",0.0,2025-04-22,P00004,"IT AND TELECOM - SERVICE DELIVERY SUPPORT SERVICES: ITSM, OPERATIONS CENTER, PROJECT/PM (LABOR)",OTHER COMPUTER RELATED SERVICES,THIS AWARD PROVIDES VARIOUS HOMELAND SECURITY INVESTIGATIONS IT SOFTWARE LICENSES REQUIRED TO SUPPORT LAW ENFORCEMENT SENSITIVE DATA APPLICATIONS. THIS MODIFICATION UPDATES THE ALTERNATE CONTRACTING OFFICER AND INVOICING POINT OF CONTACT.,CONT_AWD_70CMSD23P00000151_7012_-NONE-_-NONE-
ICE,70CDCR23P00000019,CARTRIDGE SAVERS INC,0.0,2025-02-10,P00007,OFFICE SUPPLIES,STATIONERY AND OFFICE SUPPLIES MERCHANT WHOLESALERS,"HOUSTON FIELD OFFICE BULK COPIER AND PRINTER PAPER, DELIVERY ADDRESS UPDATE",CONT_AWD_70CDCR23P00000019_7012_-NONE-_-NONE-
ICE,70CDCR24P00000007,"TRIDANT SOLUTIONS, INC.",0.0,2024-12-19,P00002,HOUSEKEEPING- WASTE TREATMENT/STORAGE,HAZARDOUS WASTE COLLECTION,IHSC BIOHAZARD WASTE DISPOSAL SERVICES,CONT_AWD_70CDCR24P00000007_7012_-NONE-_-NONE-
ICE,70CTD024FR0000051,CGI FEDERAL INC.,0.0,2024-12-12,P00002,"IT AND TELECOM - END USER AS A SERVICE: HELP DESK;TIER 1-2,WORKSPACE,PRINT,OUTPUT,PRODUCTIVITY TOOLS",OTHER COMPUTER RELATED SERVICES,ADD ALTERNATE CONTRACTING OFFICER'S REPRESENTATIVE (ACOR).,CONT_AWD_70CTD024FR0000051_7012_GS35F281DA_4732
ICE,70CMSD23P00000005,MYSTAIRE INC,0.0,2025-02-04,P00004,MAINT/REPAIR/REBUILD OF EQUIPMENT- INSTRUMENTS AND LABORATORY EQUIPMENT,INDUSTRIAL AND COMMERCIAL FAN AND BLOWER AND AIR PURIFICATION EQUIPMENT MANUFACTURING,FUMING CHAMBER EXTENDED WARRANTY SERVICE,CONT_AWD_70CMSD23P00000005_7012_-NONE-_-NONE-
ICE,70CMSD23P00000005,MYSTAIRE INC,0.0,2025-02-13,P00005,MAINT/REPAIR/REBUILD OF EQUIPMENT- INSTRUMENTS AND LABORATORY EQUIPMENT,INDUSTRIAL AND COMMERCIAL FAN AND BLOWER AND AIR PURIFICATION EQUIPMENT MANUFACTURING,FUMING CHAMBER EXTENDED WARRANTY SERVICE,CONT_AWD_70CMSD23P00000005_7012_-NONE-_-NONE-
ICE,70CMSD24FR0000100,"PANAMERICA COMPUTERS, INC.",0.0,2025-05-06,P00001,IT AND TELECOM - HIGH PERFORMANCE COMPUTE (HARDWARE AND PERPETUAL LICENSE SOFTWARE),OTHER COMPUTER RELATED SERVICES,THE PURPOSE OF THIS MODIFICATION IS TO CLOSEOUT THIS DELIVERY ORDER FOR EXXACT WORKSTATION LAPTOPS AND TOWERS FOR HOMELAND SECURITY FORENSIC INVESTIGATIONS AND ANALYSIS.,CONT_AWD_70CMSD24FR0000100_7012_HSHQDC12D00013_7001
ICE,70CMSD24FR0000082,"PANAMERICA COMPUTERS, INC.",0.0,2024-12-06,P00001,IT AND TELECOM - COMPUTE: MAINFRAME (HARDWARE AND PERPETUAL LICENSE SOFTWARE),OTHER COMPUTER RELATED SERVICES,CLOSEOUT - MICROSOFT SURFACE PRO 10 & ACCESSORIES,CONT_AWD_70CMSD24FR0000082_7012_HSHQDC12D00013_7001
ICE,70CMSD23FR0000054,"PANAMERICA COMPUTERS, INC.",0.0,2025-02-03,P00001,EDUCATION/TRAINING- INFORMATION TECHNOLOGY/TELECOMMUNICATIONS TRAINING,OTHER COMPUTER RELATED SERVICES,SUPPLY OF SOFTWARE,CONT_AWD_70CMSD23FR0000054_7012_HSHQDC12D00013_7001
ICE,70CTD024FR0000097,"WILDFLOWER INTERNATIONAL, LTD.",0.0,2024-10-10,P00001,IT AND TELECOM - NETWORK: DIGITAL NETWORK PRODUCTS (HARDWARE AND PERPETUAL LICENSE SOFTWARE),OTHER COMPUTER RELATED SERVICES,FIRST SOURCE VTC CONTRACT # TBD SEE SHIPPING TEMPLATE,CONT_AWD_70CTD024FR0000097_7012_HSHQDC12D00010_7001
ICE,70CMSD24FR0000149,"PANAMERICA COMPUTERS, INC.",0.0,2025-05-14,P00001,IT AND TELECOM - DATA CENTER PRODUCTS (HARDWARE AND PERPETUAL LICENSE SOFTWARE),OTHER COMPUTER RELATED SERVICES,DELL WORKSTATIONS      THIS IS A CLOSEOUT MODIFICATION,CONT_AWD_70CMSD24FR0000149_7012_HSHQDC12D00013_7001
ICE,70CMSD23FR0000145,"PANAMERICA COMPUTERS, INC.",0.0,2025-03-19,P00003,IT AND TELECOM - BUSINESS APPLICATION SOFTWARE (PERPETUAL LICENSE SOFTWARE),OTHER COMPUTER RELATED SERVICES,THIS AWARD PROCURED FIVECAST ONYX SOFTWARE TO PROVIDE ACCESS TO THE WEB BROWSERS AND SOCIAL MEDIA PLATFORMS FOR ICE HOMELAND SECURITY INVESTIGATIONS INTEL. THIS MODIFICATION IS ISSUED TO CHANGE THE CONTRACTING OFFICER'S REPRESENTATIVE.,CONT_AWD_70CMSD23FR0000145_7012_NNG15SD02B_8000
ICE,70CDCR22P00000012,NATIONAL COMMISSION ON CORRECTIONAL HEALTH CARE,0.0,2025-04-04,P00007,SUPPORT- PROFESSIONAL: CERTIFICATIONS AND ACCREDITATIONS (OTHER THAN EDUC OR INFO TECH C&A),PROFESSIONAL ORGANIZATIONS,THIS AWARD IS FOR COMPLIANCE AUDITS AND ACCREDITATION FOR ICE HEALTH FACILITIES. THIS MODIFICATION REVISES THE STATEMENT OF WORK (SOW) TO OUTLINE REQUIREMENTS FOR FOLLOW-UP AUDITS AND CANCELLATIONS.,CONT_AWD_70CDCR22P00000012_7012_-NONE-_-NONE-
