Agency,Award ID,Recipient Name,Federal Action Obligation,Action Date,Modification,Product/Service Description,NAICS Description,Transaction Description,Generated Award ID
ICE,HSCEMS16J00078,THE KINETIC GROUP SALES LLC,0.0,2021-07-26,P00002,"AMMUNITION, THROUGH 30MM",SMALL ARMS AMMUNITION MANUFACTURING,1604 CASES OF OF .40 CALIBER S&W 180 GRAIN AMMUNITION,CONT_AWD_HSCEMS16J00078_7012_HSCEMS12D00001_7012
ICE,70CTD019P00000016,"COMPUTER PROJECTS OF ILLINOIS, INC.",0.0,2021-02-16,P00001,INFORMATION TECHNOLOGY SUPPORT EQUIPMENT,OTHER COMPUTER RELATED SERVICES,CPI UPGRADE,CONT_AWD_70CTD019P00000016_7012_-NONE-_-NONE-
ICE,70CTD020FC0000115,"OPTIVOR TECHNOLOGIES, LLC",0.0,2021-05-11,P00001,INFORMATION TECHNOLOGY COMPONENTS,COMMUNICATION EQUIPMENT REPAIR AND MAINTENANCE,HP COMPUTER EQUIPMENT BPA CALL,CONT_AWD_70CTD020FC0000115_7012_70CTD019A00000003_7012
ICE,70CMSW20FC0000111,"ATLANTIC DIVING SUPPLY, INC.",0.0,2021-04-30,P00001,"ARMOR, PERSONAL","SMALL ARMS, ORDNANCE, AND ORDNANCE ACCESSORIES MANUFACTURING",DUTY HOLSTERS AND LIGHTS,CONT_AWD_70CMSW20FC0000111_7012_HSCEMS16A00003_7012
ICE,HSCEMD11F00101,HAWORTH INC,0.0,2021-01-06,P00001,"CABINETS, LOCKERS, BINS, AND SHELVING",OFFICE FURNITURE (EXCEPT WOOD) MANUFACTURING,LATERAL FILE CABINETS,CONT_AWD_HSCEMD11F00101_7012_GS28F8014H_4730
ICE,HSCEMD14F00076,RICOH USA INC,0.0,2020-12-15,P00006,"LEASE OR RENTAL OF EQUIPMENT- OFFICE MACHINES, TEXT PROCESSING SYSTEMS, AND VISIBLE RECORD EQUIPMENT",PHOTOGRAPHIC AND PHOTOCOPYING EQUIPMENT MANUFACTURING,MFD LEASE AND MAINTENANCE AGREEMENT,CONT_AWD_HSCEMD14F00076_7012_GS03FPM006_4732
ICE,70CTD020FR0000290,"AUCTANE, INC.",0.0,2020-11-10,P00001,"LEASE OR RENTAL OF EQUIPMENT- OFFICE MACHINES, TEXT PROCESSING SYSTEMS, AND VISIBLE RECORD EQUIPMENT",OFFICE MACHINERY MANUFACTURING,VIRTUAL ON-LINE POSTAGE SOLUTION,CONT_AWD_70CTD020FR0000290_7012_GS03F0052V_4730
ICE,70CMSD18P00000160,OPEN TEXT INC.,0.0,2020-12-15,P00002,EDUCATION/TRAINING- INFORMATION TECHNOLOGY/TELECOMMUNICATIONS TRAINING,OTHER COMPUTER RELATED SERVICES,TRAINING,CONT_AWD_70CMSD18P00000160_7012_-NONE-_-NONE-
ICE,70CMSW21FC0000066,"ATLANTIC DIVING SUPPLY, INC.",0.0,2021-05-17,P00001,"ARMOR, PERSONAL","SMALL ARMS, ORDNANCE, AND ORDNANCE ACCESSORIES MANUFACTURING",COLLATERAL EQUIPMENT REQUIRED FOR FIREARMS IN SUPPORT OF THE HSI ACADEMY.,CONT_AWD_70CMSW21FC0000066_7012_HSCEMS16A00003_7012
ICE,70CMSW21FR0000004,THE KINETIC GROUP SALES LLC,0.0,2021-05-12,P00001,"AMMUNITION, THROUGH 30MM",AMMUNITION (EXCEPT SMALL ARMS) MANUFACTURING,PURCHASE OF 9MM LUGER +P 124 GRAIN AMMUNITION - PN 53927 FOR OFTP.,CONT_AWD_70CMSW21FR0000004_7012_HSCEMS17D00002_7012
ICE,HSCEOP06P01115,AMPCO SYSTEM PARKING,0.0,2020-10-29,P00003,LEASE-RENT OF PARKING FACILITIES,,TAX ID NUMBER: 95-2495556 DUNS NUMBER: 048488340 PERIOD OF PERFORMANCE: 10/01/2005 TO 09/30/2006 0001 RENEWAL OF MONTHLY PARKING SPACES LOCATED,CONT_AWD_HSCEOP06P01115_7012_-NONE-_-NONE-
ICE,HSCETE17J00197,"IMPRES TECHNOLOGY SOLUTIONS, INC",0.0,2021-01-12,P00002,INFORMATION TECHNOLOGY COMPONENTS,OTHER COMPUTER RELATED SERVICES,IT COMMODITIES,CONT_AWD_HSCETE17J00197_7012_HSHQDC12D00017_7001
ICE,HSCEMS16J00092,THE KINETIC GROUP SALES LLC,0.0,2021-03-24,P00001,"AMMUNITION, THROUGH 30MM",SMALL ARMS AMMUNITION MANUFACTURING,100 CASES OF FEDERAL 12 GA SV 00 BUCKSHOT AMMUNITION AT 250 ROUNDS/CASE FOR CBP SOG. PART # ZLE127 00DHS.,CONT_AWD_HSCEMS16J00092_7012_HSBP1014D00022_7014
ICE,70CMSD19P00000094,IRITECH INC.,0.0,2021-01-07,P00001,"OPTICAL INSTRUMENTS, TEST EQUIPMENT, COMPONENTS AND ACCESSORIES",OPTICAL INSTRUMENT AND LENS MANUFACTURING,CAMERAS,CONT_AWD_70CMSD19P00000094_7012_-NONE-_-NONE-
ICE,70CMSW20FR0000149,FRANKLIN COVEY CLIENT SALES INC,0.0,2021-04-30,P00001,TRAINING AIDS,PROFESSIONAL AND MANAGEMENT DEVELOPMENT TRAINING,LEADING AT THE SPEED OF TRUST (LSOT) 3.0 PARTICIPANT KIT,CONT_AWD_70CMSW20FR0000149_7012_GS02F0095T_4730
ICE,70CMSW18FR0000013,THE KINETIC GROUP SALES LLC,0.0,2021-07-16,P00001,"AMMUNITION, THROUGH 30MM",AMMUNITION (EXCEPT SMALL ARMS) MANUFACTURING,9MM LUGER +P 124 GRAIN AMMUNITION - PN 53927,CONT_AWD_70CMSW18FR0000013_7012_HSCEMS17D00002_7012
ICE,70CMSD18FR0000037,RICOH USA INC,0.0,2020-12-10,P00002,"PRINTING, DUPLICATING, AND BOOKBINDING EQUIPMENT",PHOTOGRAPHIC AND PHOTOCOPYING EQUIPMENT MANUFACTURING,BUY 2 B&W MFDS WITH 12 MONTH MAINTENANCE AGREEMENT,CONT_AWD_70CMSD18FR0000037_7012_GS03F0085U_4730
ICE,70CMSD21P00000035,"ATLANTIC DIVING SUPPLY, INC.",0.0,2021-08-31,P00001,"TACTICAL SETS, KITS, AND OUTFITS",SPORTING AND RECREATIONAL GOODS AND SUPPLIES MERCHANT WHOLESALERS,RIFLE SHIELDS,CONT_AWD_70CMSD21P00000035_7012_-NONE-_-NONE-
ICE,70CDCR18FR0000002,CLASSIC AIR CHARTER INC.,0.0,2020-12-09,P00042,TRANSPORTATION/TRAVEL/RELOCATION- TRAVEL/LODGING/RECRUITMENT: AIR PASSENGER,OTHER NONSCHEDULED AIR TRANSPORTATION,DAILY CHARTER FLIGHT SERVICES FOR REMOVAL OF ALIEN NATIONALS. COVID19 RELATION: GUARANTEED MINIMUM VALUES (CLIN 1002) HAVE BEEN TEMPORARILY ADJUSTED (P00036) TO MAINTAIN VENDOR OPERABILITY DURING COVID19 PANDEMIC.,CONT_AWD_70CDCR18FR0000002_7012_GS33F004DA_4732
ICE,HSCEOP07P00784,"TACTICAL GEAR NOW, INC.",0.0,2021-03-25,P00003,SAFETY AND RESCUE EQUIPMENT,,THE PURPOSE FOR THIS MODIFICATION IS TO CLOSEOUT THIS CONTRACT,CONT_AWD_HSCEOP07P00784_7012_-NONE-_-NONE-
ICE,HSCEMD17P00095,"INTERWORLD HIGHWAY, LLC",0.0,2021-02-10,P00001,"RADIO AND TELEVISION COMMUNICATION EQUIPMENT, EXCEPT AIRBORNE",RADIO AND TELEVISION BROADCASTING AND WIRELESS COMMUNICATIONS EQUIPMENT MANUFACTURING,DISPLAY TV BOARDS,CONT_AWD_HSCEMD17P00095_7012_-NONE-_-NONE-
ICE,70CMSD19P00000118,"DEWEY PUBLICATIONS, INC.",0.0,2021-07-31,P00001,BOOKS AND PAMPHLETS,BOOKS PRINTING,PUBLICATIONS TO SUPPORT OPLA ATTORNEYS. POC:  MARILYN DOTY WEBVIEW POC:  JOSEPHINE ANTONE,CONT_AWD_70CMSD19P00000118_7012_-NONE-_-NONE-
ICE,70CMSD19P00000083,YOUNG SCALE CO LLC,0.0,2021-04-07,P00001,MAINT/REPAIR/REBUILD OF EQUIPMENT- MISCELLANEOUS,OTHER ELECTRONIC AND PRECISION EQUIPMENT REPAIR AND MAINTENANCE,ANNUAL PREVENTATIVE MAINTENANCE,CONT_AWD_70CMSD19P00000083_7012_-NONE-_-NONE-
ICE,70CMSW20FR0000038,THE KINETIC GROUP SALES LLC,0.0,2021-03-19,P00001,"AMMUNITION, THROUGH 30MM",SMALL ARMS AMMUNITION MANUFACTURING,PURCHASE .223 REMINGTON 62 GR SOFT POINT AMMUNITION,CONT_AWD_70CMSW20FR0000038_7012_70CMSW18D00000002_7012
ICE,70CDCR18FR0000002,CLASSIC AIR CHARTER INC.,0.0,2021-09-21,P00054,TRANSPORTATION/TRAVEL/RELOCATION- TRAVEL/LODGING/RECRUITMENT: AIR PASSENGER,OTHER NONSCHEDULED AIR TRANSPORTATION,DAILY CHARTER FLIGHT SERVICES FOR REMOVAL OF ALIEN NATIONALS. COVID19 RELATION: GUARANTEED MINIMUM VALUES (CLIN 1002) HAVE BEEN TEMPORARILY ADJUSTED (P00036) TO MAINTAIN VENDOR OPERABILITY DURING COVID19 PANDEMIC.,CONT_AWD_70CDCR18FR0000002_7012_GS33F004DA_4732
ICE,70CDCR18FR0000002,CLASSIC AIR CHARTER INC.,0.0,2021-02-10,P00044,TRANSPORTATION/TRAVEL/RELOCATION- TRAVEL/LODGING/RECRUITMENT: AIR PASSENGER,OTHER NONSCHEDULED AIR TRANSPORTATION,DAILY CHARTER FLIGHT SERVICES FOR REMOVAL OF ALIEN NATIONALS. COVID19 RELATION: GUARANTEED MINIMUM VALUES (CLIN 1002) HAVE BEEN TEMPORARILY ADJUSTED (P00036) TO MAINTAIN VENDOR OPERABILITY DURING COVID19 PANDEMIC.,CONT_AWD_70CDCR18FR0000002_7012_GS33F004DA_4732
ICE,70CMSD21P00000006,"H & I AUTOMOTIVE GILBERT, LLC",0.0,2021-02-24,P00001,"MAINT/REPAIR/REBUILD OF EQUIPMENT- GROUND EFFECT VEHICLES, MOTOR VEHICLES, TRAILERS, AND CYCLES",GENERAL AUTOMOTIVE REPAIR,VEHICLE REPAIR,CONT_AWD_70CMSD21P00000006_7012_-NONE-_-NONE-
ICE,70CMSW20FR0000102,"ATLANTIC DIVING SUPPLY, INC.",0.0,2020-10-20,P00001,"HEADSETS, HANDSETS, MICROPHONES AND SPEAKERS",ALL OTHER MISCELLANEOUS MANUFACTURING,VOICE PROJECTION UNITS,CONT_AWD_70CMSW20FR0000102_7012_GS07F5965P_4730
ICE,HSCEDM08P00100,"PINNACLE COMMUNITY SERVICES, INC.",0.0,2020-10-05,P00003,HOUSEKEEPING- GUARD,,DETAINEE HOUSING,CONT_AWD_HSCEDM08P00100_7012_-NONE-_-NONE-
ICE,HSCEMS17J00104,THE KINETIC GROUP SALES LLC,0.0,2020-12-15,P00002,"AMMUNITION, THROUGH 30MM",SMALL ARMS AMMUNITION MANUFACTURING,"1120 CS OF .40 CALIBER 180 GRAIN JHP AMMUNITION, PART #XM40HC, AT $251.97 PER CASE - DELIVER TO FPS",CONT_AWD_HSCEMS17J00104_7012_HSCEMS12D00001_7012
ICE,HSCEMS15J00055,THE KINETIC GROUP SALES LLC,0.0,2021-03-18,P00001,"AMMUNITION, THROUGH 30MM",SMALL ARMS AMMUNITION MANUFACTURING,.38 SPECIAL +P 135 GRAIN AMMUNITION FOR ICE/ERO.,CONT_AWD_HSCEMS15J00055_7012_HSCEMS11D00003_7012
ICE,HSCEMS14J00091,THE KINETIC GROUP SALES LLC,0.0,2021-07-16,P00002,"AMMUNITION, THROUGH 30MM",SMALL ARMS AMMUNITION MANUFACTURING,".40 S&W CALIBER, (180 GRAIN) DUTY AMMUNITION, PART: XM40HC",CONT_AWD_HSCEMS14J00091_7012_HSCEMS12D00001_7012
ICE,70CTD020FC0000101,"OPTIVOR TECHNOLOGIES, LLC",0.0,2021-06-30,P00001,,COMMUNICATION EQUIPMENT REPAIR AND MAINTENANCE,"PBX PROJECT - ICE FREDERICK, MD",CONT_AWD_70CTD020FC0000101_7012_70CTD019A00000003_7012
ICE,HSCETE14F00065,"AVERTIUM TENNESSEE, INC",0.0,2021-09-15,P00001,INFORMATION TECHNOLOGY INPUT/OUTPUT AND STORAGE DEVICES,OTHER COMPUTER RELATED SERVICES,EQUIPMENT REQUIRED FOR DAILY OPERATIONS TO OPERATE BIOMETRIC EQUIPMENT.  ITSR APPROVAL - 39650,CONT_AWD_HSCETE14F00065_7012_NNG07DA21B_8000
ICE,HSCECR08F00131,"TACTICAL GEAR NOW, INC.",0.0,2020-11-18,P00001,"CLOTHING, SPECIAL PURPOSE",OTHER APPAREL ACCESSORIES AND OTHER APPAREL MANUFACTURING,REQUIRED FOR PERFORMANCE OF DAILY OPERATIONS - CRIMINAL ALIEN PROGRAM.  PLEASE SEE ATTACHED SUGGESTED VENDOR,CONT_AWD_HSCECR08F00131_7012_GS07F5508R_4730
ICE,70CDCR19P00000076,"HUMAN RESOURCES INSTITUTE, INC",0.0,2020-11-19,P00001,EDUCATION/TRAINING- TRAINING/CURRICULUM DEVELOPMENT,PROFESSIONAL AND MANAGEMENT DEVELOPMENT TRAINING,REPORT WRITING INSTRUCTOR LEAD COURSE,CONT_AWD_70CDCR19P00000076_7012_-NONE-_-NONE-
ICE,70CMSD18P00000198,MVP NETWORK CONSULTING LLC,0.0,2020-11-18,P00002,"INFORMATION TECHNOLOGY CENTRAL PROCESSING UNIT (CPU, COMPUTER, DIGITAL)",ELECTRONIC COMPUTER MANUFACTURING,MONITORS,CONT_AWD_70CMSD18P00000198_7012_-NONE-_-NONE-
ICE,HSCEMS15J00031,THE KINETIC GROUP SALES LLC,0.0,2021-07-26,P00002,"AMMUNITION, THROUGH 30MM",SMALL ARMS AMMUNITION MANUFACTURING,".223 CAL, 62-GRAIN, P/N: XM223SP1PB, 900 RDS PER CASE",CONT_AWD_HSCEMS15J00031_7012_HSCEMS13D00001_7012
ICE,70CMSD20P00000115,VIDERAY TECHNOLOGIES INC,0.0,2020-12-29,P00001,COMBINATION AND MISCELLANEOUS INSTRUMENTS,ANALYTICAL LABORATORY INSTRUMENT MANUFACTURING,SUPPLY OF X-RAY IMAGER,CONT_AWD_70CMSD20P00000115_7012_-NONE-_-NONE-
ICE,HSCEMS15J00082,THE KINETIC GROUP SALES LLC,0.0,2021-08-19,P00003,"AMMUNITION, THROUGH 30MM",SMALL ARMS AMMUNITION MANUFACTURING,".40 CALIBER S&W, 180 GR JHP XM40HC",CONT_AWD_HSCEMS15J00082_7012_HSCEMS12D00001_7012
ICE,70CMSW19FC0000050,"ATLANTIC DIVING SUPPLY, INC.",0.0,2021-08-25,P00001,"ARMOR, PERSONAL","SMALL ARMS, ORDNANCE, AND ORDNANCE ACCESSORIES MANUFACTURING",LAW ENFORCEMENT EQUIPMENT,CONT_AWD_70CMSW19FC0000050_7012_HSCEMS16A00003_7012
ICE,70CDCR19FR0000094,VERSA PRODUCTS,0.0,2020-12-30,P00001,OFFICE FURNITURE,OFFICE FURNITURE (EXCEPT WOOD) MANUFACTURING,SIT/STAND DESKS FOR ERO SEATTLE AOR EMPLOYEES.,CONT_AWD_70CDCR19FR0000094_7012_GS28F0013R_4730
ICE,HSCECR08F00148,"TACTICAL GEAR NOW, INC.",0.0,2021-02-09,P00001,SAFETY AND RESCUE EQUIPMENT,OTHER APPAREL ACCESSORIES AND OTHER APPAREL MANUFACTURING,REQUIRED TO OUTFIT CAP UNIT MEMBERS WITH DURABLE TACTICAL LAW ENFORCEMENT GEAR AND OUTERWEAR WHILE PERFORMING DUTIES OUT IN THE FIELD.,CONT_AWD_HSCECR08F00148_7012_GS07F5508R_4730
ICE,70CMSW19FR0000007,THE KINETIC GROUP SALES LLC,0.0,2021-04-11,P00002,"AMMUNITION, THROUGH 30MM",AMMUNITION (EXCEPT SMALL ARMS) MANUFACTURING,PURCHASE OF 9MM LUGER +P 124 GRAIN AMMUNITION - PN 53927,CONT_AWD_70CMSW19FR0000007_7012_HSCEMS17D00002_7012
ICE,70CMSW18FR0000083,THE KINETIC GROUP SALES LLC,0.0,2021-08-25,P00002,"AMMUNITION, THROUGH 30MM",SMALL ARMS AMMUNITION MANUFACTURING,580 CASES OF .223 CALIBER 62 GRAIN DUTY AMMUNITION,CONT_AWD_70CMSW18FR0000083_7012_70CMSW18D00000002_7012
ICE,70CMSD20P00000172,A&A HARRIS ENTERPRISES,0.0,2020-12-30,P00001,PHYSICAL PROPERTIES TESTING AND INSPECTION,"AUTOMATIC ENVIRONMENTAL CONTROL MANUFACTURING FOR RESIDENTIAL, COMMERCIAL, AND APPLIANCE USE",K-910G CONTRABAND DETECTOR KIT.,CONT_AWD_70CMSD20P00000172_7012_-NONE-_-NONE-
ICE,70CMSD20FR0000140,"PERSONABLE.COM, INC.",0.0,2021-03-05,P00001,INFORMATION TECHNOLOGY SOFTWARE,SOFTWARE PUBLISHERS,SCANWRITER SOFTWARE SUPPORT,CONT_AWD_70CMSD20FR0000140_7012_47QTCA18D005U_4732
ICE,70CTD020FR0000093,"CYBERDATA TECHNOLOGIES, INC.",0.0,2020-12-09,P00002,IT AND TELECOM- IT STRATEGY AND ARCHITECTURE,COMPUTER SYSTEMS DESIGN SERVICES,TITLE 8 PROGRAM 1 (T8P1) PLANNING SUPPORT SERVICES (PSS),CONT_AWD_70CTD020FR0000093_7012_HHSN316201200126W_7529
ICE,HSCECR08F00139,"ATLANTIC DIVING SUPPLY, INC.",0.0,2021-04-05,P00001,"CLOTHING, SPECIAL PURPOSE",ALL OTHER MISCELLANEOUS MANUFACTURING,NEEDED FOR NEW EMPLOYEES OFFICER SAFETY.,CONT_AWD_HSCECR08F00139_7012_GS07F5965P_4730
ICE,HSCEDM17F00036,HAWORTH INC,0.0,2021-03-23,P00002,INSTALLATION OF EQUIPMENT- HOUSEHOLD AND COMMERCIAL FURNISHINGS AND APPLIANCES,OFFICE FURNITURE (EXCEPT WOOD) MANUFACTURING,"TEAR DOWN, RELOCATE, AND RECONFIGURE 12 CUBICLES FROM CLEVELAND OHIO TO COLUMBUS OHIO",CONT_AWD_HSCEDM17F00036_7012_GS28F8014H_4730
ICE,HSCEOP06F00855,PITNEY BOWES INC.,0.0,2020-10-29,P00004,MISCELLANEOUS OFFICE MACHINES,ALL OTHER INDUSTRIAL MACHINERY MANUFACTURING,"TAX ID NUMBER: 06-0495050 DUNS NUMBER: 074850140 MARCH 1, 2006 IS ESTIMATED DATE FOR RECEIVING MACHINE- ADJUSTMENTS WILL BE MADE TO FUNDS UPON ACTUAL RECEIPT DATE OF MACHINE. CLIN 0015 - DM300L, 2/MOIST/100 ACCS/30LB 7 MO 216.00 1,512.00 INTER",CONT_AWD_HSCEOP06F00855_7012_GS25F0010M_4730
ICE,70CMSD18P00000061,"SENEVIRATNE, ANUSHA",0.0,2021-06-01,P00002,SUPPORT- ADMINISTRATIVE: TRANSLATION AND INTERPRETING,TRANSLATION AND INTERPRETATION SERVICES,TRANSLATION SERVICES,CONT_AWD_70CMSD18P00000061_7012_-NONE-_-NONE-
ICE,70CMSW20FC0000027,"ATLANTIC DIVING SUPPLY, INC.",0.0,2021-08-05,P00001,"ARMOR, PERSONAL","SMALL ARMS, ORDNANCE, AND ORDNANCE ACCESSORIES MANUFACTURING",PURCHASE OF SUPPLIES AND LAW ENFORCEMENT EQUIPMENT FOR TRAINING.,CONT_AWD_70CMSW20FC0000027_7012_HSCEMS16A00003_7012
ICE,HSCEMD11F00116,"NEW YORK INKJET, LLC",0.0,2021-04-08,P00001,VIDEO RECORDING AND REPRODUCING EQUIPMENT,COMPUTER AND SOFTWARE STORES,CAMCORDERS REQUIRED TO ASSIST IN FIELD OPERATIONS SUPPORTING INVESTIGATIONS OF SCHOOL FRAUD.,CONT_AWD_HSCEMD11F00116_7012_GS35F0116U_4730
ICE,HSCEOP06F00684BASE,"CANON U.S.A., INC.",0.0,2020-11-03,P00006,MAINT/REPAIR/REBUILD OF EQUIPMENT- OFFICE MACHINES/TEXT PROCESSING SYS/VISIBLE RECORD EQUIPMENT,,"MAINTENANCE COVERAGE ON CANON MODEL NP6035 12 MO 95.00 1,140.00 S/N NGL23935, INCLUDES PARTS AND LABOR. COPY ALLOWANCE 6,000/$0.00, EXCESS COPY CHARGES 6001 UP TO 999999/$.01414 PRIOR YEAR P.O.: FNL-5-J-0004 EQUIPMENT LOCATION: DHS, ICE 827 FO",CONT_AWD_HSCEOP06F00684BASE_7012_GS26F1016B_4730
ICE,HSCEDM15J00043,"GEO CARE SERVICES, LLC",0.0,2021-06-28,P00009,SOCIAL- OTHER,OTHER INDIVIDUAL AND FAMILY SERVICES,TASK ORDER FOR FAMILY CASE MANAGEMENT SERVICES [CHI],CONT_AWD_HSCEDM15J00043_7012_HSCEDM15D00013_7012
ICE,70CMSW20FR0000082,THE KINETIC GROUP SALES LLC,0.0,2021-06-30,P00001,"AMMUNITION, THROUGH 30MM",AMMUNITION (EXCEPT SMALL ARMS) MANUFACTURING,PURCHASE OF 9MM LUGER +P 124 GRAIN AMMUNITION FOR ICE.,CONT_AWD_70CMSW20FR0000082_7012_HSCEMS17D00002_7012
ICE,70CMSW20FR0000086,THE KINETIC GROUP SALES LLC,0.0,2021-06-30,P00001,"AMMUNITION, THROUGH 30MM",SMALL ARMS AMMUNITION MANUFACTURING,PURCHASE OF .223 REMINGTON 62 GRAIN SOFT POINT AMMUNITION FOR OFTP,CONT_AWD_70CMSW20FR0000086_7012_70CMSW18D00000002_7012
ICE,70CMSD20P00000118,A&A HARRIS ENTERPRISES,0.0,2020-12-11,P00001,PHYSICAL PROPERTIES TESTING AND INSPECTION,"AUTOMATIC ENVIRONMENTAL CONTROL MANUFACTURING FOR RESIDENTIAL, COMMERCIAL, AND APPLIANCE USE",K910G BUSTER IS A CONTRABAND DETECTOR KIT.,CONT_AWD_70CMSD20P00000118_7012_-NONE-_-NONE-
ICE,70CMSD20P00000122,"AEP-CALIFORNIA, LLC",0.0,2020-11-02,P00001,"MAINT/REPAIR/REBUILD OF EQUIPMENT- GROUND EFFECT VEHICLES, MOTOR VEHICLES, TRAILERS, AND CYCLES",OTHER AUTOMOTIVE MECHANICAL AND ELECTRICAL REPAIR AND MAINTENANCE,VEHICLE MODIFICATIONS,CONT_AWD_70CMSD20P00000122_7012_-NONE-_-NONE-
ICE,70CMSW20FR0000097,"DELTA T, LLC",0.0,2021-04-30,P00001,"FANS, AIR CIRCULATORS, AND BLOWER EQUIPMENT",INDUSTRIAL AND COMMERCIAL FAN AND BLOWER MANUFACTURING,"PURCHASE OF TWO LARGE FANS FOR THE OFTP LAW ENFORCEMENT RANGE 6 LOCATED AT FORT BENNING, GA",CONT_AWD_70CMSW20FR0000097_7012_GS07F0188W_4730
ICE,HSCEMS17J00008,THE KINETIC GROUP SALES LLC,0.0,2021-08-01,P00001,"AMMUNITION, THROUGH 30MM",SMALL ARMS AMMUNITION MANUFACTURING,".40 S&W 180 GR. AMMUNITION, PART# XM 40HC, FOR ICE / ERO.",CONT_AWD_HSCEMS17J00008_7012_HSCEMS12D00001_7012
ICE,70CMSW21FR0000001,THE KINETIC GROUP SALES LLC,0.0,2021-05-12,P00001,"AMMUNITION, THROUGH 30MM",SMALL ARMS AMMUNITION MANUFACTURING,"PURCHASE OF 58,000 ROUNDS OF 9MM 100 GRAIN AMMUNITION FOR ICE ATTN: ROBERT MCCLOSKEY (814-329-8166) DHS/ICE/OFTP ARMORY OPERATIONS UNIT 320 EAST CHESTNUT AVENUE ALTOONA, PA 16601",CONT_AWD_70CMSW21FR0000001_7012_HSFLGL16D00001_7015
ICE,70CTD020P00000003,"DLT SOLUTIONS, LLC",0.0,2021-08-20,P00001,INFORMATION TECHNOLOGY SUPPORT EQUIPMENT,OTHER COMPUTER RELATED SERVICES,LICENSE RENEWAL,CONT_AWD_70CTD020P00000003_7012_-NONE-_-NONE-
ICE,HSCETC11F00017,"ADVANCED TECHNOLOGIES AND LABORATORIES (ATL) INTERNATIONAL, INC.",0.0,2021-06-30,P00005,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,OTHER COMPUTER RELATED SERVICES,THIS IS A FIXED PRICE GSA TASK ORDER FOR VIDEO ENGINEERING SERVICES.,CONT_AWD_HSCETC11F00017_7012_GS35F0242M_4730
ICE,HSCETC15F00018,PRAESCIENT ANALYTICS LLC,0.0,2021-08-04,P00004,IT AND TELECOM- SYSTEMS ANALYSIS,CUSTOM COMPUTER PROGRAMMING SERVICES,EXPERT IN FALCON TO SUPPORT JTF,CONT_AWD_HSCETC15F00018_7012_GS35F423BA_4732
ICE,70CMSD18P00000127,VENNTEL INC,0.0,2021-09-01,P00001,IT AND TELECOM- WEB-BASED SUBSCRIPTION,"DATA PROCESSING, HOSTING, AND RELATED SERVICES",DATA SERVICES SUBSCRIPTION,CONT_AWD_70CMSD18P00000127_7012_-NONE-_-NONE-
ICE,70CMSD20P00000055,"AEP-CALIFORNIA, LLC",0.0,2020-11-16,P00001,MISCELLANEOUS VEHICULAR COMPONENTS,AUTOMOTIVE PARTS AND ACCESSORIES STORES,VEHICLE RETROFIT,CONT_AWD_70CMSD20P00000055_7012_-NONE-_-NONE-
ICE,HSCECR08J00017,"CANON U.S.A., INC.",0.0,2020-10-22,P00002,MAINT/REPAIR/REBUILD OF EQUIPMENT- OFFICE MACHINES/TEXT PROCESSING SYS/VISIBLE RECORD EQUIPMENT,PHOTOGRAPHIC AND PHOTOCOPYING EQUIPMENT MANUFACTURING,COPIER LEASES FOR CLEVELAND AND COLUMBUS COPIERS,CONT_AWD_HSCECR08J00017_7012_HSHQDC05D00002_7001
ICE,HSCETE14F00057,"CONCUR TECHNOLOGIES, INC.",0.0,2021-03-25,P00035,"IT AND TELECOM- INTEGRATED HARDWARE/SOFTWARE/SERVICES SOLUTIONS, PREDOMINANTLY SERVICES",SCHEDULED PASSENGER AIR TRANSPORTATION,CHANGE CO AND CS,CONT_AWD_HSCETE14F00057_7012_GS33FY0026_4732
ICE,HSCETC16J00061,GREEN IT SYSTEMS GROUP,0.0,2021-07-15,P00003,INFORMATION TECHNOLOGY COMPONENTS,OTHER COMPUTER RELATED SERVICES,"USER LICENSES FOR APPIAN PILOT SUPPORTING PAROLE CASE TRACKING SYSTEM CLOUD SERVICE & APPLICATION PLATFORM, THROUGH DHS FIRST SOURCE 2 BPA",CONT_AWD_HSCETC16J00061_7012_HSHQDC12D00023_7001
ICE,HSCEOP07J00528,"CANON U.S.A., INC.",0.0,2021-04-13,P00004,MAINT/REPAIR/REBUILD OF EQUIPMENT- OFFICE MACHINES/TEXT PROCESSING SYS/VISIBLE RECORD EQUIPMENT,PHOTOGRAPHIC AND PHOTOCOPYING EQUIPMENT MANUFACTURING,THE PURPOSE OF THIS MODIFICATION IS TO CLOSEOUT CONTRACT NUMBER HSCEOP-07-J-00528,CONT_AWD_HSCEOP07J00528_7012_HSHQDC05D00002_7001
ICE,HSCEOP06J00231,"CANON U.S.A., INC.",0.0,2020-10-19,P00004,"LEASE OR RENTAL OF EQUIPMENT- OFFICE MACHINES, TEXT PROCESSING SYSTEMS, AND VISIBLE RECORD EQUIPMENT",OFFICE MACHINERY AND EQUIPMENT RENTAL AND LEASING,COPIERS,CONT_AWD_HSCEOP06J00231_7012_GS25F0023M_4730
ICE,HSCEMS17F00004,SPRINT COMMUNICATIONS CO LP,0.0,2020-12-22,P00007,IT AND TELECOM- TELECOMMUNICATIONS NETWORK MANAGEMENT,ALL OTHER TELECOMMUNICATIONS,FEDERAL RELAY CONFERENCE CAPTIONING SERVICES,CONT_AWD_HSCEMS17F00004_7012_GS00Q13NSD3000_4732
